date ,invoiceId ,description ,amount ,vat ,total ,remark ,supplier ,published ,excelRecId ,project ,company ,group ,year 
01/31/2022 ,17832,מוטי פרץ - משתלבות לחשמונאים ,6504,1106,7610,שיק 10557 לתאריך 30.05.22 ,מוטי פרץ ,T ,19570,חשמונאים ,יזמות ,87,2022
01/31/2022 ,100027,שרלי - בית מארס ,242,41,283,"שיק 10384 ע""ס 5,744 חשבוניות 100027, 100028, 100029 תאריך 30.03.22 ",שרלי - חומרי בנין ,T ,5196,בית מארס ,ביצועים ,86,2022
01/31/2022 ,100028,שרלי - חשמונאים ,680,116,796,"שיק 10384 ע""ס 5,744 חשבוניות 100027, 100028, 100029 תאריך 30.03.22 ",שרלי - חומרי בנין ,T ,5199,חשמונאים ,ביצועים ,86,2022
01/31/2022 ,100029,שרלי חשמונאים ,3987,678,4665,"שיק 10384 ע""ס 5,744 חשבוניות 100027, 100028, 100029 תאריך 30.03.22 ",שרלי - חומרי בנין ,T ,5202,חשמונאים ,ביצועים ,86,2022
01/31/2022 ,10545,גמורה - החשמונאים ,10000,1700,11700,"שיק 10365 ע""ס 45,118 לתאריך 05.02.22 עבור חשבוניות 10545, 10546 לאחר קיזוז 2% ניקוי במקור ",גמורה הנדסה ,T ,5205,חשמונאים ,ביצועים ,86,2022
01/31/2022 ,10546,"גמורה - רמת החייל כולל 9,350 עבור משתלבות ",29350,4990,34340,"שיק 10365 ע""ס 45,118 לתאריך 05.02.22 עבור חשבוניות 10545, 10546 לאחר קיזוז 2% ניקוי במקור ",גמורה הנדסה ,T ,6273,רמת החייל ,ביצועים ,86,2022
01/31/2022 ,10547,"גמורה - מחל 40 גמ""ח תוספות וחריגים ",40000,6800,46800,"שיק 10366 ע""ס 45,864 לתאריך 07.02.22 עבור חשבונית 10547 לאחר קיזוז 2% ניקוי במקור ",גמורה הנדסה ,T ,5243,מחל 40 ,ביצועים ,86,2022
01/31/2022 ,226000843,מרכז הגבס - 22-01 ,14094,2396,16490,"שיק 10382 ע""ס 16,490 עבור חשבוניות 226000843 לתאריך 30.04.22 ",מרכז הגבס ,T ,5240,רמת החייל ,ביצועים ,86,2022
01/31/2022 ,7005436,מעודד - חומרי בניין ,133,23,156,"אשראי 231 ש""ח תאריך 19.05.22 עבור חשבוניות 5436, 6423 ",מעודד צבעים ,T ,5237,  ,ביצועים ,86,2022
01/31/2022 ,10558,גמורה - גבעת התחמושת ,20000,3400,23400,"שיק מס' 10368 ע""ס 34,398 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10557, 10558 ",גמורה הנדסה ,T ,5320,ג. התחמושת ,ביצועים ,87,2022
01/31/2022 ,10557,גמורה רמת החייל ,10000,1700,11700,"שיק מס' 10368 ע""ס 34,398 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10557, 10558 ",גמורה הנדסה ,T ,5323,רמת החייל ,ביצועים ,87,2022
01/31/2022 ,17,בובקט ומיני מחפרון חשמונאים ורמת החייל ,8500,1445,9945,שיק 10374 לתאריך 30.04.22 (יוסי) ,  ,T ,5330,רמת החייל ,ביצועים ,87,2022
01/31/2022 ,17,בובקט ומיני מחפרון חשמונאים ורמת החייל ,8500,1445,9945,  ,  ,T ,5330,חשמונאים ,ביצועים ,87,2022
01/31/2022 ,200000117,גדרות יהודה לרמת החייל והחשמונאים ,24479,4162,28641,שיק 10412 לתאריך 30.05.22 ,גדרות יהודה ,T ,5335,חשמונאים ,ביצועים ,87,2022
01/31/2022 ,8123,גידור זמני רמת החייל וחשמונאים ,2128,362,2490,שיק 10390 לתאריך 30.04.22 ,גידור זמני א.ס. ,T ,5615,רמת החייל ,ביצועים ,88,2022
01/31/2022 ,8123,גידור זמני רמת החייל וחשמונאים ,2128,362,2490,שיק 10390 לתאריך 30.04.22 ,גידור זמני א.ס. ,T ,5615,חשמונאים ,ביצועים ,88,2022
01/31/2022 ,267993,סיסטם - בדיקה גלאים חוזרת ,450,77,527,"אשראי 11,280 ש""ח עבור רצף של 12 חשבוניות מ 31.10.21 ",סיסטם ,T ,5920,צייטלין ,ביצועים ,89,2022
02/01/2022,5352200051,ארכה - 22-01 ,-515,-88,-603,"אשראי 2,083 ש""ח תאריך 06.07.22 חשבוניות 00051, 10494, 09165 ",ארכה ,T ,  ,  ,יזמות ,87,2022
02/06/2022,2413,יוסי רחמים - מכולה רמת החייל וגבעת התחמושת ,2000,340,2340,"העברה 02.05.22 סך של 4,680 עבור חשבוניות 2413, 10223 ",יוסי רחמים ,T ,5338,רמת החייל ,ביצועים ,87,2022
02/06/2022,2413,יוסי רחמים מכולה גבעת התחמושת ,1000,170,1170,"העברה 02.05.22 סך של 4,680 עבור חשבוניות 2413, 10223 ",יוסי רחמים ,T ,5338,ג. התחמושת ,ביצועים ,87,2022
02/08/2022,122077,אמבין - סבוניה + מחזיק נייר טואלט ,350,60,410,אשראי ,אמבין ,T ,5341,בית מארס ,ביצועים ,87,2022
02/08/2022,85630,מיכאל רחמים - כלי עבודה ,241,41,282,מזומן ,  ,T ,5344,רמת החייל ,ביצועים ,87,2022
02/08/2022,225001597,אייל ציפויים - פרופיל גשר לדלת כניסה ,132,22,154,אשראי פרטי של אייל ,  ,T ,5347,בית מארס ,ביצועים ,87,2022
02/09/2022,151658,מקור הגבס - אינסטלציה ,235,40,275,מזומן ,  ,T ,5350,חשמונאים ,ביצועים ,87,2022
02/10/2022,279098,אחים ונטורה ,1698,  ,1698,אשראי ,ונטורה אחים ,T ,5620,גשר ,ביצועים ,88,2022
02/10/2022,1370,ציפוי חלונות ,1530,260,1790,"העברה בנקאית ע""ס 2082 בתאריך 16.05.22 ",  ,T ,6316,ג. התחמושת ,ביצועים ,90,2022
02/13/2022 ,279162,אחים ונטורה ,460,  ,460,  ,ונטורה אחים ,T ,5623,גדות מתן ,ביצועים ,88,2022
02/16/2022 ,189,מאמין - חשמל גבעת התחמושת ,15000,2550,17550,"שיק 10369 ע""ס 17,024 לאחר 3% ניקוי במקור ",מאמין חשמלאי אחים עתיד ,T ,5353,ג. התחמושת ,ביצועים ,87,2022
02/17/2022 ,48,חשמל שולם לבעל הקיוסק בחשמונאים ,792,  ,792,העברה בנקאית 17.02.22 ,  ,T ,5360,חשמונאים ,ביצועים ,87,2022
02/17/2022 ,10588,גמורה - גבעת התחמושת ,20000,3400,23400,"שיק מס' 10371 ע""ס 25,397 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10588 , 10589 ",גמורה הנדסה ,T ,5365,ג. התחמושת ,ביצועים ,87,2022
02/17/2022 ,10589,גמורה רמת החייל ,2150,366,2516,"שיק מס' 10371 ע""ס 25,397 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10588 , 10589 ",גמורה הנדסה ,T ,5368,רמת החייל ,ביצועים ,87,2022
02/17/2022 ,94589,חרש - ריצוף ביתן רמת החייל ,218,37,255,אשראי ,חרש חולון ,T ,5626,רמת החייל ,ביצועים ,88,2022
02/18/2022 ,4729,השכרת רכב לאייל ,450,77,527,"שולם ע""י אייל - בוצעה העברה בנקאית לאייל ",  ,T ,5374,  ,ביצועים ,87,2022
02/20/2022 ,226000146,שחם אריכא - ספסלים וברזיה ,18219,  ,18219,שיק 10370 לתאריך 25.05.22 ,שחם אריכא ,T ,5379,חשמונאים ,ביצועים ,87,2022
02/23/2022 ,1525,אלומיניום - חלונות לגבעת התחמושת ,3900,663,4563,העברה בנקאית - 14.04.22 ,איציק אלומיניום ,T ,5923,ג. התחמושת ,ביצועים ,89,2022
02/24/2022 ,18000,שליכט צבעוני ,465,  ,465,מזומן אייל ,  ,T ,5384,חשמונאים ,ביצועים ,87,2022
02/24/2022 ,342201079,ארכה - גבעת התחמושת ,1985,338,2323,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484 ",ארכה ,T ,5387,ג. התחמושת ,ביצועים ,87,2022
02/25/2022 ,10591,גמורה - גבעת התחמושת ,16400,2788,19188,"שיק מס' 10372 ע""ס 22,932 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10590 , 10591 ",גמורה הנדסה ,T ,5390,ג. התחמושת ,ביצועים ,87,2022
02/25/2022 ,10590,גמורה - חשמונאים ,3600,612,4212,"שיק מס' 10372 ע""ס 22,932 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10590 , 10591 ",גמורה הנדסה ,T ,6275,חשמונאים ,ביצועים ,87,2022
02/27/2022 ,342201077,ארכה - גבעת התחמושת ,775,132,907,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484 ",ארכה ,T ,5400,ג. התחמושת ,ביצועים ,87,2022
02/27/2022 ,342201078,ארכה - גבעת התחמושת ,1012,172,1184,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484 ",ארכה ,T ,5403,ג. התחמושת ,ביצועים ,87,2022
02/27/2022 ,342201079,ארכה - רמת החייל ,1985,338,2323,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484 ",ארכה ,T ,5386,רמת החייל ,ביצועים ,87,2022
02/27/2022 ,279717,ונטרוה ,117,  ,117,  ,ונטורה אחים ,T ,5406,גשר ,ביצועים ,87,2022
02/27/2022 ,279716,ונטורה ,323,  ,323,  ,ונטורה אחים ,T ,5409,גשר ,ביצועים ,87,2022
02/27/2022 ,279705,ונטורה ,150,  ,150,  ,ונטורה אחים ,T ,5412,גשר ,ביצועים ,87,2022
02/27/2022 ,279727,ונטורה ,116,  ,116,  ,ונטורה אחים ,T ,5415,גשר ,ביצועים ,87,2022
02/27/2022 ,279275,ונטורה ,723,  ,723,  ,ונטורה אחים ,T ,5418,גשר ,ביצועים ,87,2022
02/27/2022 ,200000162,גדרות יהודה לרמת החייל ,7700,1309,9009,"שיק 10598 ע""ס 25,696 30.01.23 עבור חשבוניות 162, 521, 505, 4 (זיכוי) ",גדרות יהודה ,T ,5631,רמת החייל ,ביצועים ,88,2022
02/28/2022 ,10607,גמורה - החשמונאים ,10000,1700,11700,"שיק מס' 10377 ע""ס 45,864 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10607, 10608 ",גמורה הנדסה ,T ,5421,חשמונאים ,ביצועים ,87,2022
02/28/2022 ,10608,גמורה - גשר ,30000,5100,35100,"שיק מס' 10377 ע""ס 45,864 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10607, 10608 (20 מוטיע, 10 חמיס) ",גמורה הנדסה ,T ,5424,גשר ,ביצועים ,87,2022
02/28/2022 ,100143,שרלי - 22-02 ,4976,846,5822,"שיק 10385 ע""ס 5,822 חשבוניות 100143 תאריך 30.04.22 ",שרלי - חומרי בנין ,T ,5431,רמת החייל ,ביצועים ,87,2022
02/28/2022 ,8257,גידור אתר רמת החיל וחשמונאים א.ס הסדרי תנועה ,2128,362,2490,שיק 10390 תאריך 30.04.22 ,גידור זמני א.ס. ,T ,5433,רמת החייל ,ביצועים ,87,2022
02/28/2022 ,5156,כל שלט - כיתוב בתי הספר ,9360,  ,9360,העברה בנקאית בתאריך 14.04.22 ,  ,T ,5437,רמת החייל ,ביצועים ,87,2022
02/28/2022 ,226001808,מרכז הגבס - 22-02 ,10111,1719,11830,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22 ",מרכז הגבס ,T ,5440,גשר ,ביצועים ,87,2022
02/28/2022 ,226001809,מרכז הגבס - 22-02 ,829,141,970,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22 ",מרכז הגבס ,T ,5443,בית מארס ,ביצועים ,87,2022
02/28/2022 ,226001810,מרכז הגבס - 22-02 ,2710,461,3171,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22 ",מרכז הגבס ,T ,5446,רמת החייל ,ביצועים ,87,2022
02/28/2022 ,226001811,מרכז הגבס - 22-02 ,4959,843,5802,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22 ",מרכז הגבס ,T ,5449,חשמונאים ,ביצועים ,87,2022
02/28/2022 ,226001812,מרכז הגבס - 22-02 ,6899,1173,8072,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22 ",מרכז הגבס ,T ,5452,ג. התחמושת ,ביצועים ,87,2022
02/28/2022 ,226001813,מרכז הגבס - 22-02 ,2153,366,2519,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22 ",מרכז הגבס ,T ,5455,חשמונאים ,ביצועים ,87,2022
02/28/2022 ,50350,"מזגנים - 20 מארס, 7 מיני מרכזי, 8 גהתחמושת 1 ביה""ס ",36000,6120,42120,"שיק - 10378 ע""ס 20,120 לתאריך 10.03.22 + שיק 10379 ע""ס 22,000 לתאריך 01.04.22 ",  ,T ,5458,ג. התחמושת ,ביצועים ,87,2022
02/28/2022 ,10223,יוסי רחמים ,2000,340,2340,"העברה 02.05.22 סך של 4,680 עבור חשבוניות 2413, 10223 ",יוסי רחמים ,T ,5465,ג. התחמושת ,ביצועים ,87,2022
02/28/2022 ,100675,שומוביץ - 22-02 ,673,114,787,"העברה בנקאית 888 ש""ח בתאריך 07.07.22 עבור חשבוניות 1006775, 57092 ",שומוביץ ,T ,5634,רמת החייל ,ביצועים ,88,2022
02/28/2022 ,8257,גידור זמני רמת החייל וחשמונאים ,2128,362,2490,"שיק ע""ס 1905 עבור חשבונית 8257, 653 (זיכוי) ",גידור זמני א.ס. ,T ,5434,רמת החייל ,ביצועים ,88,2022
02/28/2022 ,8257,גידור זמני רמת החייל וחשמונאים ,2128,362,2490,"שיק ע""ס 1905 עבור חשבונית 8257, 653 (זיכוי) ",גידור זמני א.ס. ,T ,5434,חשמונאים ,ביצועים ,88,2022
03/01/2022,162,גידור - תיקון גדר -בוגה ,3500,  ,3500,שיק 10389 - תאריך 24.03.22 ,  ,T ,6319,גשר ,ביצועים ,90,2022
03/02/2022,380990857,FIVERR - תשלום 330$ דרך PAYONEER ,1000,  ,1000,  ,  ,T ,  ,  ,יזמות ,87,2022
03/02/2022,6258,מ.ג מתכות - פרופיל 40x40 לחשמונאים ,350,  ,350,העברה בנקאית - 03.03.22 ,  ,T ,5502,חשמונאים ,ביצועים ,87,2022
03/03/2022,  ,אדיר - עבור שלב פרסום תבע מקומית ,25000,4250,29250,העברה בנקאית - 03.03.22 ,אדיר ,F ,  ,גדות שעריה ,יזמות ,88,2022
03/03/2022,3026,שיש אבו טאלב - השלמות רמת החייל ,1000,170,1170,העברה בנקאית - 04.03.22 ,  ,T ,5507,רמת החייל ,ביצועים ,87,2022
03/03/2022,21580,דקל - מנוי שנתי ,3570,607,4177,אשראי ,  ,T ,5512,סטף ,ביצועים ,87,2022
03/03/2022,896243,חשבונית ירוקה - מנוי 2022 ,396,67,463,  ,  ,T ,5517,רמת החייל ,ביצועים ,87,2022
03/03/2022,279973,ונטורה ,155,  ,155,  ,ונטורה אחים ,T ,5637,גשר ,ביצועים ,88,2022
03/06/2022,697,מיני מחפרון אחים חוסם 1 ,7300,1241,8541,שולם בשיק 10400 לתאריך 30.04.22 ,  ,T ,5640,גשר ,ביצועים ,88,2022
03/08/2022,  ,טיפ - למנוף של שרלי ,50,  ,50,אייל מזומן ,  ,F ,  ,גשר ,ביצועים ,87,2022
03/08/2022,657,גידור אתר - און גידור ,12975,2206,15181,שיק 10386 תאריך 15.05.22 ,  ,T ,6607,גשר ,ביצועים ,87,2022
03/08/2022,7966,גיא - שרשורי לביוב ,2201,374,2575,"שולם באשראי סך של 2,868 בתאריך 08.03.22 עבור חשבוניות 7966, 7967 ",  ,T ,5525,גשר ,ביצועים ,88,2022
03/08/2022,7967,גיא - שרשורי לביוב ,250,43,293,"שולם באשראי סך של 2,868 בתאריך 08.03.22 עבור חשבוניות 7966, 7967 ",  ,T ,5528,גשר ,ביצועים ,88,2022
03/08/2022,6281904,מוצאות - השכרת שירותים ניידים לאתר ,349,59,408,באמצעות הוראת קבע ,מוצאות-שרותים כימיים ,T ,5899,גשר ,ביצועים ,87,2022
03/10/2022,192,מאמין - חשמל גבעת התחמושת ,17500,2975,20475,"העברה בנקאית ע""ס 19,861 לאחר ניקוי 3% במקור בתאריך 13.03.22 ",מאמין חשמלאי אחים עתיד ,F ,5534,ג. התחמושת ,ביצועים ,87,2022
03/13/2022 ,  ,גמורה - תשלום לחמיס ומוטיע ,22000,3740,25740,"שיק מס' 10380 ע""ס 22,225 ש""ח לאחר ניקוי 2% במקור עבור חשבונית ????? - יש לבטל שורה זו ",גמורה הנדסה ,F ,  ,גשר ,ביצועים ,88,2022
03/15/2022 ,1097,שכירות מחסן - האצל 33 - תשלום 2 4 חודשים ,3600,  ,3600,שיק 10290 תאריך 15.03.22 (יש עוד 2 שיקים ניתן כל שלושה חודשים) ,  ,T ,5654,  ,ביצועים ,88,2022
03/17/2022 ,50601,איילת - תשלום 4 ,39600,6732,46332,"10% לפי 66 דירות 6,000 ליחידה העברה בנקאית 13.03.22 ",אדריכלות - איילת ,T ,19618,גדות שעריה ,יזמות ,88,2022
03/17/2022 ,  ,ביטוח אתר - איציק סימון ,1500,  ,1500,שולם באשראי 17.03.22 ,  ,F ,  ,בית מארס ,ביצועים ,88,2022
03/20/2022 ,15,ע.ס.ג - תשלום 1 ,36500,6205,42705,"שיק 10387 לתאריך 20.03.22 עבור 20,000 מוטיע + 16,500 עבור חמיס - ניקוי 5% במקור ",ע.ס.ג הנדסה ,T ,5659,גשר ,ביצועים ,88,2022
03/20/2022 ,280535,וונטורה ,1017,  ,1017,  ,ונטורה אחים ,T ,5666,גשר ,ביצועים ,88,2022
03/22/2022 ,70,אמארה - ה.נ.ר גילוי אש ,2300,391,2691,שיק מס' 10388 לתאריך 22.03.22 ,אמארה ,T ,5669,ג. התחמושת ,ביצועים ,88,2022
03/23/2022 ,1473,גידור אתר - און גידור ,12975,2206,15181,שיק 10386 תאריך 15.05.22 ,  ,F ,5674,גשר ,ביצועים ,88,2022
03/23/2022 ,280670,ונטורה ,252,  ,252,  ,ונטורה אחים ,T ,5679,גשר ,ביצועים ,88,2022
03/24/2022 ,13890,היפרגרף הוצאות צילום ,4084,694,4778,העברה בנקאית - 30.03.22 ,היפר גרף הדפסות ,T ,19613,גדות שעריה ,יזמות ,88,2022
03/24/2022 ,280722,ונטורה ,175,  ,175,  ,ונטורה אחים ,T ,5682,גשר ,ביצועים ,88,2022
03/24/2022 ,280741,ונטורה ,75,  ,75,  ,ונטורה אחים ,T ,5685,גשר ,ביצועים ,88,2022
03/27/2022 ,170,מ.ע הובלות - חמיס תשלום 1 ,8200,1394,9594,שיק 10392 ,מ.ע הובלות (חמיס) ,T ,5688,גשר ,ביצועים ,88,2022
03/27/2022 ,4590,רוזטות למתקן אופניים לרמת החייל ,192,33,225,שולם בביט מהחשבון הפרטי. ,  ,T ,5693,רמת החייל ,ביצועים ,88,2022
03/27/2022 ,280787,ונטורה ,2020,  ,2020,  ,ונטורה אחים ,T ,5696,גשר ,ביצועים ,88,2022
03/28/2022 ,2547,יוסי רחמים - ציוד עץ למוטיע ,13305,2262,15567,"העברה 14.06.22 סך של 92,182 עבור חשבוניות 2547, 10252, 10274, 10275, 10295 ",יוסי רחמים ,T ,5699,גשר ,ביצועים ,88,2022
03/29/2022 ,196,מאמין - גשר תשלום 1 ,15000,2550,17550,"שיק 10393 ע""ס 17,023 לאחר ניקוי 3% במקור ",מאמין חשמלאי אחים עתיד ,T ,5702,גשר ,ביצועים ,88,2022
03/29/2022 ,22426,"מאמין - גשר תשלום 1.1 (ל אי.אר גי חשמל בע""מ) ",15000,2550,17550,שיק 10394 לתאריך - 30.05.22 ,מאמין חשמלאי אחים עתיד ,T ,5709,גשר ,ביצועים ,88,2022
03/30/2022 ,5610,אחים סאסי - השכרת פיגום ארקו ,3550,604,4154,"שולם באשראי 08.03.22 סך 1,229 + 10.03.22 סך 1,697 + 13.03.22 סך 1,229 ",  ,F ,5863,גשר ,ביצועים ,88,2022
03/30/2022 ,171,מ.ע הובלות - חמיס תשלום 2 ,11000,1870,12870,"שיק 10395 ע""ס 13,572 ש""ח לתאריך 31.03.22 ",מ.ע הובלות (חמיס) ,T ,5795,גשר ,ביצועים ,88,2022
03/31/2022 ,10658,"גמורה - חשמונאים - גמ""ח ",17000,2890,19890,"שיק מס' 10397 ע""ס 25,225 ש""ח לאחר ניקוי 2% במקור תאריך 02.04.22 עבור חשבוניות 10659, 10658 ",גמורה הנדסה ,T ,5720,חשמונאים ,ביצועים ,88,2022
03/31/2022 ,10659,"גמורה - גבעת התחמושת - גמ""ח ",5000,850,5850,"שיק מס' 10397 ע""ס 25,225 ש""ח לאחר ניקוי 2% במקור תאריך 02.04.22 עבור חשבוניות 10659, 10658 ",גמורה הנדסה ,T ,5723,ג. התחמושת ,ביצועים ,88,2022
03/31/2022 ,10660,"גמורה - רמת החייל - גמ""ח ",28000,4760,32760,"שיק מס' 10398 ע""ס 32,105 ש""ח לאחר ניקוי 2% במקור תאריך 15.04.22עבור חשבונית 10660 ",גמורה הנדסה ,T ,5726,רמת החייל ,ביצועים ,88,2022
03/31/2022 ,10252,יוסי רחמים - 22-03 ,39805,6767,46572,"העברה 14.06.22 סך של 92,182 עבור חשבוניות 2547, 10252, 10274, 10275, 10295 ",יוסי רחמים ,T ,5733,גשר ,ביצועים ,88,2022
03/31/2022 ,262009062,שפיר בטון - 22-03 ,5977,1016,6993,שיק 10423 לתאריך 29.06.22 ,שפיר בטון ,T ,5736,גשר ,ביצועים ,88,2022
03/31/2022 ,702,מיני מחפרון אחים חוסם 2 ,14400,2448,16848,שולם בשיק 10417 לתאריך 30.05.22 ,  ,T ,5739,גשר ,ביצועים ,88,2022
03/31/2022 ,226002968,מרכז הגבס - 22-03 ,17162,2918,20080,שיק מס' 10409 לתאריך 30.05.22 ,מרכז הגבס ,T ,5928,גשר ,ביצועים ,89,2022
03/31/2022 ,10274,יוסי רחמים 22-03 ,6375,1084,7459,"העברה 14.06.22 סך של 92,182 עבור חשבוניות 2547, 10252, 10274, 10275, 10295 ",יוסי רחמים ,T ,5933,גשר ,ביצועים ,89,2022
03/31/2022 ,10275,יוסי רחמים - הוצאות מוטיע ,1480,252,1732,"העברה 14.06.22 סך של 92,182 עבור חשבוניות 2547, 10252, 10274, 10275, 10295 ",יוסי רחמים ,T ,5936,גשר ,ביצועים ,89,2022
03/31/2022 ,57092,שומוביץ - 22-03 ,86,15,101,"העברה בנקאית 888 ש""ח בתאריך 07.07.22 עבור חשבוניות 1006775, 57092 ",שומוביץ ,T ,5939,רמת החייל ,ביצועים ,89,2022
03/31/2022 ,18095,מוטי פרץ 22-03 ,653,111,764,"שיק 10558 ע""ס 2,060 ש""ח לתאריך 30.08.22 עבור חשבוניות 18095, 18283, 18430 ",מוטי פרץ ,T ,19693,רמת החייל ,יזמות ,89,2022
03/31/2022 ,100261,שרלי - 22-03 ,3322,565,3887,"שיק 10433 ע""ס 21,976 חשבוניות 100373, 100261, 100467 תאריך 30.06.22 ",שרלי - חומרי בנין ,T ,6324,גשר ,ביצועים ,90,2022
03/31/2022 ,272395,סיסטם - צייטלין ,450,77,527,"אשראי 11,280 ש""ח עבור רצף של 12 חשבוניות מ 31.10.21 ",סיסטם ,T ,  ,צייטלין ,ביצועים ,95,2022
03/31/2022 ,272836,סיסטם - 22-03 ,1000,170,1170,"אשראי 11,280 ש""ח עבור רצף של 12 חשבוניות מ 31.10.21 ",סיסטם ,T ,  ,גשר ,ביצועים ,95,2022
04/03/2022,6282127,מצאות - שרותים כימיים לאתר ,450,76,526,הוראת קבע בבנק ,מוצאות-שרותים כימיים ,T ,  ,גשר ,ביצועים ,89,2022
04/04/2022,16,ע.ס.ג - תשלום 2 ,16000,2720,18720,"שיק 10399 ע""ס 17,784 לאחר 5% ניקוי במקור לתאריך 06/04/22 ",ע.ס.ג הנדסה ,T ,5546,גשר ,ביצועים ,88,2022
04/04/2022,413004978,"הגרעין - מזומן ע""י אייל ",763,130,893,"שולם ע""י אייל ",הגרעין ,F ,5564,גשר ,ביצועים ,88,2022
04/04/2022,290,ניסור בטון ,54000,9180,63180,"העברה 20,000 תאריך 11.04.22 + 30,000 24.04.22 + 13,180 28.04.22 ",  ,T ,5945,גשר ,ביצועים ,89,2022
04/06/2022,178,מ.ע הובלות - חמיס תשלום 3 ,8500,1445,9945,שיק מס' 10401 לתאריך 07.04.22 ,מ.ע הובלות (חמיס) ,T ,6327,גשר ,ביצועים ,90,2022
04/06/2022,143736,דיו למדפסת ,342,58,400,אשראי ,  ,T ,5553,  ,ביצועים ,88,2022
04/06/2022,95226,חרש - ריצוף לגשר ,1487,253,1740,אשראי ,חרש חולון ,T ,5556,גשר ,ביצועים ,88,2022
04/07/2022,283758,ונטורה ,230,  ,230,  ,ונטורה אחים ,T ,5561,גשר ,ביצועים ,88,2022
04/10/2022,199,ממונה בטיחות + סקר סיכונים - ראמי ,3000,510,3510,שיק 10411 - תאריך 24.04.22 ,  ,T ,5954,גשר ,ביצועים ,89,2022
04/10/2022,1411,ציפוי חלונות - הפרשים ,250,42,292,"העברה בנקאית ע""ס 2082 בתאריך 16.05.22 ",  ,T ,6332,ג. התחמושת ,ביצועים ,90,2022
04/12/2022,5678,אחים סאסי - השכרת פיגום ארקו השלמות ,2170,369,2539,אשראי 12.04.22 ,  ,T ,  ,גשר ,ביצועים ,90,2022
04/13/2022 ,652,מגשי פירות XL מתנה לחג ,627,107,734,שולם באשראי הפרטי - כי לא קיבל אמריקן אקספרס ,  ,T ,5958,  ,ביצועים ,89,2022
04/13/2022 ,1031654,מתנות לחג ויסקי ויין (לקבלנים ראשיים) ,1923,327,2250,שולם באשראי ,  ,T ,5960,  ,ביצועים ,89,2022
04/14/2022 ,  ,העברה הלוואה לאייל 2 ,30000,  ,30000,העברה לאייל לפני טיסה ליוון ,  ,F ,  ,הוצאות א ,ביצועים ,89,2022
04/14/2022 ,8245,אקספרס תיקונים ,290,49,339,אשראי - תיקון דיסקים תקולים ,  ,T ,5963,גשר ,ביצועים ,89,2022
04/15/2022 ,1451,דיקו - שנאי למחשב ,98,17,115,שולם במזומן ,  ,T ,19696,  ,יזמות ,89,2022
04/17/2022 ,2003,שי לוזון - מכירת דירה בלוד ,9552,  ,9552,העברה בנקאית 15.04.22 ,  ,T ,19699,  ,יזמות ,89,2022
04/17/2022 ,3,שרה אסולין - תיווך מכירות ,14250,2423,16673,העברה בנקאית 17.04.22 ,  ,T ,6388,  ,יזמות ,89,2022
04/17/2022 ,139697,גואטה - בריח עם וו ,65,  ,65,אשראי ,  ,T ,5966,  ,ביצועים ,89,2022
04/18/2022 ,110,אינסטלציה בית מארס ,40000,6800,46800,"שיק 10407 ע""ס 45,396 לאחר ניקוי 3% במקור (כולל חשמונאים ורמת החייל) ",עבד אינסטלציה ,T ,5969,בית מארס ,ביצועים ,89,2022
04/18/2022 ,110,אינסטלציה - רמת החייל ,2500,425,2925,"שיק 10407 ע""ס 45,396 לאחר ניקוי 3% במקור (כולל חשמונאים ורמת החייל) ",עבד אינסטלציה ,T ,5969,רמת החייל ,ביצועים ,89,2022
04/18/2022 ,110,אינסטלציה - חשמונאים ,2500,425,2925,"שיק 10407 ע""ס 45,396 לאחר ניקוי 3% במקור (כולל חשמונאים ורמת החייל) ",עבד אינסטלציה ,T ,5969,חשמונאים ,ביצועים ,89,2022
