company,project,description ,amount ,vat ,total ,group ,date ,supplier ,invoiceId ,excelRecId ,remark ,published ,year 
יזמות,,פירסום בגדי ספורט - פודיום,1065,181,1246,87,2022-01-15T22:00:00.000Z,,676,19597,העברה בנקאית - 16.02.22,TRUE,2022
יזמות,חשמונאים,מוטי פרץ - משתלבות לחשמונאים,6504,1106,7610,87,2022-01-30T22:00:00.000Z,מוטי פרץ,17832,19569,שיק 10557 לתאריך 30.05.22,TRUE,2022
ביצועים,ג. התחמושת,גמורה - גבעת התחמושת,20000,3400,23400,87,2022-01-30T22:00:00.000Z,גמורה הנדסה,10558,5320,"שיק מס' 10368 ע""ס 34,398 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10557, 10558",TRUE,2022
ביצועים,רמת החייל,גמורה רמת החייל,10000,1700,11700,87,2022-01-30T22:00:00.000Z,גמורה הנדסה,10557,5323,"שיק מס' 10368 ע""ס 34,398 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10557, 10558",TRUE,2022
ביצועים,רמת החייל,בובקט ומיני מחפרון חשמונאים ורמת החייל,8500,1445,9945,87,2022-01-30T22:00:00.000Z,,17,5330,שיק 10374 לתאריך 30.04.22 (יוסי),TRUE,2022
ביצועים,חשמונאים,בובקט ומיני מחפרון חשמונאים ורמת החייל,8500,1445,9945,87,2022-01-30T22:00:00.000Z,,17,5329,,TRUE,2022
ביצועים,חשמונאים,גדרות יהודה לרמת החייל והחשמונאים,24479,4162,28641,87,2022-01-30T22:00:00.000Z,גדרות יהודה,200000117,5335,שיק 10412 לתאריך 30.05.22,TRUE,2022
יזמות,,ארכה - 22-01,-515,-88,-603,87,2022-01-31T22:00:00.000Z,ארכה,5352200051,,"אשראי 2,083 ש""ח תאריך 06.07.22 חשבוניות 00051, 10494, 09165",TRUE,2022
ביצועים,רמת החייל,יוסי רחמים - מכולה רמת החייל וגבעת התחמושת,2000,340,2340,87,2022-02-05T22:00:00.000Z,יוסי רחמים,2413,5338,"העברה 02.05.22 סך של 4,680 עבור חשבוניות 2413, 10223",TRUE,2022
ביצועים,ג. התחמושת,יוסי רחמים מכולה גבעת התחמושת,1000,170,1170,87,2022-02-05T22:00:00.000Z,יוסי רחמים,2413,5337,"העברה 02.05.22 סך של 4,680 עבור חשבוניות 2413, 10223",TRUE,2022
ביצועים,בית מארס,אמבין - סבוניה + מחזיק נייר טואלט,350,60,410,87,2022-02-07T22:00:00.000Z,אמבין,122077,5341,אשראי,TRUE,2022
ביצועים,רמת החייל,מיכאל רחמים - כלי עבודה,241,41,282,87,2022-02-07T22:00:00.000Z,,85630,5344,מזומן,TRUE,2022
ביצועים,בית מארס,אייל ציפויים - פרופיל גשר לדלת כניסה,132,22,154,87,2022-02-07T22:00:00.000Z,,225001597,5347,אשראי פרטי של אייל,TRUE,2022
ביצועים,חשמונאים,מקור הגבס - אינסטלציה,235,40,275,87,2022-02-08T22:00:00.000Z,,151658,5350,מזומן,TRUE,2022
ביצועים,ג. התחמושת,מאמין - חשמל גבעת התחמושת,15000,2550,17550,87,2022-02-15T22:00:00.000Z,מאמין חשמלאי אחים עתיד,189,5353,"שיק 10369 ע""ס 17,024 לאחר 3% ניקוי במקור",TRUE,2022
ביצועים,חשמונאים,חשמל שולם לבעל הקיוסק בחשמונאים,792,,792,87,2022-02-16T22:00:00.000Z,,48,5360,העברה בנקאית 17.02.22,TRUE,2022
ביצועים,ג. התחמושת,גמורה - גבעת התחמושת,20000,3400,23400,87,2022-02-16T22:00:00.000Z,גמורה הנדסה,10588,5365,"שיק מס' 10371 ע""ס 25,397 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10588 , 10589",TRUE,2022
ביצועים,רמת החייל,גמורה רמת החייל,2150,366,2516,87,2022-02-16T22:00:00.000Z,גמורה הנדסה,10589,5368,"שיק מס' 10371 ע""ס 25,397 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10588 , 10589",TRUE,2022
ביצועים,,השכרת רכב לאייל,450,77,527,87,2022-02-17T22:00:00.000Z,,4729,5374,"שולם ע""י אייל - בוצעה העברה בנקאית לאייל",TRUE,2022
ביצועים,חשמונאים,שחם אריכא - ספסלים וברזיה,18219,,18219,87,2022-02-19T22:00:00.000Z,שחם אריכא,226000146,5379,שיק 10370 לתאריך 25.05.22,TRUE,2022
ביצועים,חשמונאים,שליכט צבעוני,465,,465,87,2022-02-23T22:00:00.000Z,,18000,5384,מזומן אייל,TRUE,2022
ביצועים,ג. התחמושת,ארכה - גבעת התחמושת,1985,338,2323,87,2022-02-23T22:00:00.000Z,ארכה,342201079,5387,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2022
ביצועים,ג. התחמושת,גמורה - גבעת התחמושת,16400,2788,19188,87,2022-02-24T22:00:00.000Z,גמורה הנדסה,10591,5390,"שיק מס' 10372 ע""ס 22,932 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10590 , 10591",TRUE,2022
ביצועים,חשמונאים,גמורה - חשמונאים,3600,612,4212,87,2022-02-24T22:00:00.000Z,גמורה הנדסה,10590,6275,"שיק מס' 10372 ע""ס 22,932 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10590 , 10591",TRUE,2022
ביצועים,ג. התחמושת,ארכה - גבעת התחמושת,775,132,907,87,2022-02-26T22:00:00.000Z,ארכה,342201077,5400,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2022
ביצועים,ג. התחמושת,ארכה - גבעת התחמושת,1012,172,1184,87,2022-02-26T22:00:00.000Z,ארכה,342201078,5403,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2022
ביצועים,רמת החייל,ארכה - רמת החייל,1985,338,2323,87,2022-02-26T22:00:00.000Z,ארכה,342201079,5386,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2022
ביצועים,גשר,ונטרוה,117,,117,87,2022-02-26T22:00:00.000Z,ונטורה אחים,279717,5406,,TRUE,2022
ביצועים,גשר,ונטורה,323,,323,87,2022-02-26T22:00:00.000Z,ונטורה אחים,279716,5409,,TRUE,2022
ביצועים,גשר,ונטורה,150,,150,87,2022-02-26T22:00:00.000Z,ונטורה אחים,279705,5412,,TRUE,2022
ביצועים,גשר,ונטורה,116,,116,87,2022-02-26T22:00:00.000Z,ונטורה אחים,279727,5415,,TRUE,2022
ביצועים,גשר,ונטורה,723,,723,87,2022-02-26T22:00:00.000Z,ונטורה אחים,279275,5418,,TRUE,2022
ביצועים,חשמונאים,גמורה - החשמונאים,10000,1700,11700,87,2022-02-27T22:00:00.000Z,גמורה הנדסה,10607,5421,"שיק מס' 10377 ע""ס 45,864 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10607, 10608",TRUE,2022
ביצועים,גשר,גמורה - גשר,30000,5100,35100,87,2022-02-27T22:00:00.000Z,גמורה הנדסה,10608,5424,"שיק מס' 10377 ע""ס 45,864 ש""ח לאחר ניקוי 2% במקור עבור חשבוניות 10607, 10608 (20 מוטיע, 10 חמיס)",TRUE,2022
ביצועים,רמת החייל,שרלי - 22-02,4976,846,5822,87,2022-02-27T22:00:00.000Z,שרלי - חומרי בנין,100143,5431,"שיק 10385 ע""ס 5,822 חשבוניות 100143 תאריך 30.04.22",TRUE,2022
ביצועים,רמת החייל,גידור אתר רמת החיל וחשמונאים א.ס הסדרי תנועה,2128,362,2490,87,2022-02-27T22:00:00.000Z,גידור זמני א.ס.,8257,5434,שיק 10390 תאריך 30.04.22,TRUE,2022
ביצועים,רמת החייל,כל שלט - כיתוב בתי הספר,9360,,9360,87,2022-02-27T22:00:00.000Z,,5156,5437,העברה בנקאית בתאריך 14.04.22,TRUE,2022
ביצועים,גשר,מרכז הגבס - 22-02,10111,1719,11830,87,2022-02-27T22:00:00.000Z,מרכז הגבס,226001808,5440,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22",TRUE,2022
ביצועים,בית מארס,מרכז הגבס - 22-02,829,141,970,87,2022-02-27T22:00:00.000Z,מרכז הגבס,226001809,5443,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22",TRUE,2022
ביצועים,רמת החייל,מרכז הגבס - 22-02,2710,461,3171,87,2022-02-27T22:00:00.000Z,מרכז הגבס,226001810,5446,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22",TRUE,2022
ביצועים,חשמונאים,מרכז הגבס - 22-02,4959,843,5802,87,2022-02-27T22:00:00.000Z,מרכז הגבס,226001811,5449,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22",TRUE,2022
ביצועים,ג. התחמושת,מרכז הגבס - 22-02,6899,1173,8072,87,2022-02-27T22:00:00.000Z,מרכז הגבס,226001812,5452,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22",TRUE,2022
ביצועים,חשמונאים,מרכז הגבס - 22-02,2153,366,2519,87,2022-02-27T22:00:00.000Z,מרכז הגבס,226001813,5455,"שיק 10408 ע""ס 32,364 עבור חשבוניות 1808, 1809, 1810, 1811, 1812, 1813 לתאריך 30.04.22",TRUE,2022
ביצועים,ג. התחמושת,"מזגנים - 20 מארס, 7 מיני מרכזי, 8 גהתחמושת 1 ביה""ס",36000,6120,42120,87,2022-02-27T22:00:00.000Z,,50350,5458,"שיק - 10378 ע""ס 20,120 לתאריך 10.03.22 + שיק 10379 ע""ס 22,000 לתאריך 01.04.22",TRUE,2022
ביצועים,ג. התחמושת,יוסי רחמים,2000,340,2340,87,2022-02-27T22:00:00.000Z,יוסי רחמים,10223,5465,"העברה 02.05.22 סך של 4,680 עבור חשבוניות 2413, 10223",TRUE,2022
יזמות,,FIVERR - תשלום 330$ דרך PAYONEER,1000,,1000,87,2022-03-01T22:00:00.000Z,,380990857,,,TRUE,2022
ביצועים,חשמונאים,מ.ג מתכות - פרופיל 40x40 לחשמונאים,350,,350,87,2022-03-01T22:00:00.000Z,,6258,5502,העברה בנקאית - 03.03.22,TRUE,2022
ביצועים,רמת החייל,שיש אבו טאלב - השלמות רמת החייל,1000,170,1170,87,2022-03-02T22:00:00.000Z,,3026,5507,העברה בנקאית - 04.03.22,TRUE,2022
ביצועים,סטף,דקל - מנוי שנתי,3570,607,4177,87,2022-03-02T22:00:00.000Z,,21580,5512,אשראי,TRUE,2022
ביצועים,רמת החייל,חשבונית ירוקה - מנוי 2022,396,67,463,87,2022-03-02T22:00:00.000Z,,896243,5517,,TRUE,2022
ביצועים,גשר,טיפ - למנוף של שרלי,50,,50,87,2022-03-07T22:00:00.000Z,,,,אייל מזומן,FALSE,2022
ביצועים,גשר,גידור אתר - און גידור,12975,2206,15181,87,2022-03-07T22:00:00.000Z,,657,6607,שיק 10386 תאריך 15.05.22,TRUE,2022
ביצועים,גשר,מוצאות - השכרת שירותים ניידים לאתר,349,59,408,87,2022-03-07T22:00:00.000Z,מוצאות-שרותים כימיים,6281904,5899,באמצעות הוראת קבע,TRUE,2022
ביצועים,ג. התחמושת,מאמין - חשמל גבעת התחמושת,17500,2975,20475,87,2022-03-09T22:00:00.000Z,מאמין חשמלאי אחים עתיד,192,5534,"העברה בנקאית ע""ס 19,861 לאחר ניקוי 3% במקור בתאריך 13.03.22",FALSE,2022
ביצועים,צייטלין,אבי אייר - מקל סבא למזגנים,1060,180,1240,86,2021-07-24T21:00:00.000Z,,36721,4948,שולם באשראי,TRUE,2021
ביצועים,חשמונאים,יוסי רחמים - מכולה פיקוס 19,1000,170,1170,86,2021-11-20T22:00:00.000Z,יוסי רחמים,2206,4994,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,תיכונט,עץ טאגו לתיכונט,5850,994,6844,86,2021-11-21T22:00:00.000Z,זוהר עצים,230329,4920,שולם באשראי 4 תשלומים,TRUE,2021
ביצועים,רמת החייל,שומוביץ - בלות מצע,812,138,950,86,2021-11-21T22:00:00.000Z,שומוביץ,116681,4949,,TRUE,2021
ביצועים,תיכונט,"יוסי רחמים - מכולה, טיט, סומסום מלט מנוף",3460,588,4048,86,2021-11-21T22:00:00.000Z,יוסי רחמים,2214,4997,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,תיכונט,יוסי רחמים - 2 מכולות תיכונט,2000,340,2340,86,2021-11-22T22:00:00.000Z,יוסי רחמים,2220,5000,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,רמת החייל,שומוביץ - צבע ומברשות,526,89,615,86,2021-11-28T22:00:00.000Z,שומוביץ,116957,4952,,TRUE,2021
ביצועים,תיכונט,יוסי רחמים - 2 מכולות תיכונט,2000,340,2340,86,2021-11-30T22:00:00.000Z,יוסי רחמים,2242,5285,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,בית מארס,חרש - ריצוף וחיפוי ח. רטובים,2350,400,2750,86,2021-12-11T22:00:00.000Z,חרש חולון,256895,4942,שולם בשיק 10465 לתאריך 12.12.21,TRUE,2021
ביצועים,ונצואלה,אלומיניום - רשתות לונצואלה - איציק,7800,1326,9126,86,2021-12-13T22:00:00.000Z,איציק אלומיניום,1512,5003,"שיק 10325 ע""ס 20,241 ש""ח עבור חשבוניות 1512, 1513",TRUE,2021
ביצועים,בית מארס,אלומיניום - בית מארס - איציק,9500,1615,11115,86,2021-12-22T22:00:00.000Z,איציק אלומיניום,1513,5006,"שיק 10325 ע""ס 20,241 ש""ח עבור חשבוניות 1512, 1513",TRUE,2021
ביצועים,חשמונאים,מחסני שיש וקרמיקהנ - חומרי בנין,43,7,50,86,2021-12-27T22:00:00.000Z,,16695,5011,אייל,TRUE,2021
ביצועים,חשמונאים,דודי פלטוב מערכות COOPER למיצובישי,500,85,585,86,2021-12-28T22:00:00.000Z,,18762,5014,,TRUE,2021
ביצועים,,תיקון מיצובישי אייל,500,85,585,86,2021-12-28T22:00:00.000Z,,18762,5014,,TRUE,2021
ביצועים,בית מארס,גמורה הנדסה - בית מארס - 7,30000,5100,35100,86,2021-12-29T22:00:00.000Z,גמורה הנדסה,10492,5017,"שיק 10332 ע""ס 45,451 לתאריך 08.01.22 עבור חשבוניות 10492, 10493",TRUE,2021
ביצועים,ונצואלה,גמורה הנדסה - וונצאולה - תשלום 5,9640,1639,11279,86,2021-12-29T22:00:00.000Z,גמורה הנדסה,10493,5020,"שיק 10332 ע""ס 45,451 לתאריך 08.01.22 עבור חשבוניות 10492, 10493",TRUE,2021
ביצועים,בית מארס,גמורה - בית מארס,20000,3400,23400,86,2021-12-29T22:00:00.000Z,גמורה הנדסה,10501,5023,"שיק 10354 ע""ס 30,958 לתאריך 16.01.22 עבור חשבוניות 10501, 10502",TRUE,2021
ביצועים,חשמונאים,גמורה - החשמונאים,7000,1190,8190,86,2021-12-29T22:00:00.000Z,גמורה הנדסה,10502,5026,"שיק 10354 ע""ס 30,958 לתאריך 16.01.22 עבור חשבוניות 10501, 10502",TRUE,2021
ביצועים,בית מארס,שרלי - בית מארס,693,118,811,86,2021-12-30T22:00:00.000Z,שרלי - חומרי בנין,101073,4764,"שיק 10383 ע""ס 2,835 חשבוניות 101073, 101074, 101075 תאריך 28.02.22",TRUE,2021
ביצועים,תיכונט,שרלי - תיכונט,1370,233,1603,86,2021-12-30T22:00:00.000Z,שרלי - חומרי בנין,101074,4758,"שיק 10383 ע""ס 2,835 חשבוניות 101073, 101074, 101075 תאריך 28.02.22",TRUE,2021
ביצועים,חשמונאים,שרלי - חשמונאים,360,61,421,86,2021-12-30T22:00:00.000Z,שרלי - חומרי בנין,101075,4761,"שיק 10383 ע""ס 2,835 חשבוניות 101073, 101074, 101075 תאריך 28.02.22",TRUE,2021
ביצועים,בית מארס,מזגנים - הרכבת מזגנים בית מארס,34000,5780,39780,86,2021-12-30T22:00:00.000Z,,50294,5029,העברה בנקאית 06.01.22 ס.ליפש ניהול וביצוע,TRUE,2021
ביצועים,בית מארס,מזגנים לבית מארס - אטלס,38517,6548,45065,86,2021-12-30T22:00:00.000Z,מזגנים - אטלס,4316,5032,שיק 10406 לתאריך 03.04.22,TRUE,2021
ביצועים,בית מארס,מיכאל רחמים - חומרי בנין,674,115,788,86,2022-01-02T22:00:00.000Z,,84513,5055,אשארי בטלפון - אייל שלח חשבונית בווצאפ,TRUE,2022
ביצועים,חשמונאים,בובקט ומיני מחפרון 2 ימי עבודה בחשמונאים,3100,527,3627,86,2022-01-03T22:00:00.000Z,,6,5058,"שיק 10353 ע""ס 3,518 לתאריך 13.01.22 (ניקוי 3%)",TRUE,2022
ביצועים,בית מארס,מזגנים - תעלות מיזוג בית מארס,26000,4420,30420,86,2022-01-03T22:00:00.000Z,,5055,5065,שיק 10333 06.01.22,TRUE,2022
ביצועים,בית מארס,מחסני תאורה - בית מארס,535,91,626,86,2022-01-03T22:00:00.000Z,,217087,5070,אשראי,TRUE,2022
ביצועים,בית מארס,מיידסק - חלונות בית מארס,29600,5032,34632,86,2022-01-04T22:00:00.000Z,,224000012,5073,"העברה 30,000 בתאריך 09.01.22",TRUE,2022
ביצועים,ביכורים,חשמל בית מארס - תשלום 3,20000,3400,23400,86,2022-01-08T22:00:00.000Z,מאמין חשמלאי אחים עתיד,184,5078,"שיק 10334 - ע""ס 22,698 לאחר ניקוי 3% במקור לתאריך 10.01.21",TRUE,2022
ביצועים,חשמונאים,שיש קופינג - מקדמה,2000,,2000,86,2022-01-08T22:00:00.000Z,,,,העברה בנקאית 09.01.22,FALSE,2022
ביצועים,בית מארס,נגר - נגרות בית מארס - חלק 1,19500,3315,22815,86,2022-01-08T22:00:00.000Z,נגר אלסוריקי,368,5091,"שיק 10359 ע""ס 52,250 ש""ח (55,000 בניכוי 5% במקור) עבור חשבוניות 368, 371",TRUE,2022
ביצועים,חשמונאים,חרש - ריצוף ביתן שומר חשמונאים,309,53,362,86,2022-01-10T22:00:00.000Z,חרש חולון,94130,5094,שולם באשראי,TRUE,2022
ביצועים,חשמונאים,השכרת מהדק אדמה,800,136,936,86,2022-01-15T22:00:00.000Z,,7940,5097,אשראי,TRUE,2022
ביצועים,בית מארס,ארון חשמל - בית מארס,1600,272,1872,86,2022-01-15T22:00:00.000Z,,5239,5100,שיק 10361 - לתאריך 28.02.22,TRUE,2022
ביצועים,בית מארס,עסיס אייל - בודק חשמל בית מארס,850,145,995,86,2022-01-15T22:00:00.000Z,עסיס אייל,5816,5105,העברה בנקאית,TRUE,2022
ביצועים,בית מארס,חשמל בית מארס - תשלום 4,11000,1870,12870,86,2022-01-16T22:00:00.000Z,מאמין חשמלאי אחים עתיד,185,5110,"שיק מס' 10355 ע""ס 17024 עבור חשבוניות 155, 186, 187 לתאריך 17.01.22",TRUE,2022
ביצועים,חשמונאים,חשמל ביתן חשמונאים,2500,425,2925,86,2022-01-16T22:00:00.000Z,מאמין חשמלאי אחים עתיד,186,5113,"שיק מס' 10355 ע""ס 17024 עבור חשבוניות 155, 186, 187 לתאריך 17.01.22 נשאר עוד 2,500",TRUE,2022
ביצועים,תיכונט,חשמל תיכונט,1500,255,1755,86,2022-01-16T22:00:00.000Z,מאמין חשמלאי אחים עתיד,187,5116,"שיק מס' 10355 ע""ס 17024 עבור חשבוניות 155, 186, 187 לתאריך 17.01.22",TRUE,2022
ביצועים,סטף,הדפסות תוכניות - סטף,120,20,140,86,2022-01-16T22:00:00.000Z,,84091,5123,אשראי,TRUE,2022
ביצועים,בית מארס,נגר - נגרות בית מארס - חלק 2,30769,5231,36000,86,2022-01-16T22:00:00.000Z,נגר אלסוריקי,371,8470,"שיק 10359 ע""ס 52,250 ש""ח (55,000 בניכוי 5% במקור) עבור חשבוניות 368, 371",TRUE,2022
ביצועים,בית מארס,דלתות גמליאל - בית מארס,36752,6248,43000,86,2022-01-17T22:00:00.000Z,דלתות גמליאל,2634,5133,"העברה1 5,000 בתאריך 15.12.21 + העברה2 ע""ס 20,000 בתאריך 18.01.22 היתרה בשיק מס 10357",TRUE,2022
ביצועים,בית מארס,אמבין - סט שרותים לנכים,720,122,842,86,2022-01-17T22:00:00.000Z,אמבין,121771,5136,שולם באשראי,TRUE,2022
ביצועים,חשמונאים,קסריה - מתקני אופנים לחשמונאים,1820,309,2129,86,2022-01-17T22:00:00.000Z,,4052,5139,שולם בשיק מס' 10356 לתאריך 18.01.22,TRUE,2022
ביצועים,חשמונאים,מיכאל רחמים חומרי בנין,260,44,304,86,2022-01-17T22:00:00.000Z,,85025,5144,שולם באשראי,TRUE,2022
ביצועים,ביכורים,נגר - נגרות בית מארס - חלק 3,34000,,34000,86,2022-01-17T22:00:00.000Z,נגר אלסוריקי,373,,מבוטל...,FALSE,2022
ביצועים,בית מארס,ברק אש - גילוי אש בית מארס,14551,2474,17024,86,2022-01-18T22:00:00.000Z,ברק אש,429,5147,"שיק 10402 ע""ס 17,445 לתאריך 30.05.22 חשבונית 429, 535",TRUE,2022
יזמות,,דרופבוקס - 119$,350,60,410,86,2022-01-18T22:00:00.000Z,,47450,,,TRUE,2022
ביצועים,בית מארס,פרקט - בית מארס,30075,5113,35188,86,2022-01-20T22:00:00.000Z,יניב פרקטים,10004,5150,"שיק 10367 לתאריך 31.03.22 סך 34,484 ש""ח לאחר ניקוי 2% במקור",TRUE,2022
ביצועים,בית מארס,גמורה - בית מארס תשדלום 5,40000,6800,46800,86,2022-01-22T22:00:00.000Z,גמורה הנדסה,10516,5897,שיק 10360 לתאריך 23/01/22 עבור חשבוניות 10516,TRUE,2022
ביצועים,רמת החייל,מקור הגבס,75,13,88,86,2022-01-22T22:00:00.000Z,,151176,5160,שולם באשראי,TRUE,2022
ביצועים,בית מארס,חשמל נעמן - שלט פולט אור,109,19,128,86,2022-01-22T22:00:00.000Z,,99128,5163,אמריקאן אקספרס,TRUE,2022
ביצועים,בית מארס,ברק אש - מטפים לבית מארס,360,61,421,86,2022-01-24T22:00:00.000Z,ברק אש,535,5166,"שיק 10402 ע""ס 17,445 לתאריך 30.05.22 חשבונית 429, 535",TRUE,2022
ביצועים,בית מארס,מראה לבית מארס,350,,350,86,2022-01-25T22:00:00.000Z,,10018,7288,העברה בנקאית - 26.01.22,TRUE,2022
ביצועים,בית מארס,ארכה - 22-01 א,73,12,85,86,2022-01-25T22:00:00.000Z,ארכה,342200474,5174,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2022
ביצועים,בית מארס,ארכה - 22-01 ב,451,77,527,86,2022-01-25T22:00:00.000Z,ארכה,342200473,5177,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2022
ביצועים,חשמונאים,שיש אבו טאלב - חשמוניאים,8589,,8589,86,2022-01-26T22:00:00.000Z,,2976,5180,"העברה 2,000 בתאריך 09.01.22 + יתרה בשיק 10362 ע""ס 6,589 לתאריך",TRUE,2022
ביצועים,,פאן חימום למשרד,299,51,350,86,2022-01-26T22:00:00.000Z,,57520,5185,,TRUE,2022
ביצועים,רמת החייל,שומוביץ - מטאטים ברגים וכף בנאים,415,70,485,86,2022-01-29T22:00:00.000Z,שומוביץ,118941,5188,,TRUE,2022
ביצועים,,תיקון לאוטו של אייל פריצת מנעול,350,60,410,86,2022-01-29T22:00:00.000Z,,3158,5191,בוצעה העברה בנקאית,TRUE,2022
ביצועים,הוצאות א,העברה הלוואה לאייל 1,30000,,30000,86,2022-01-30T22:00:00.000Z,,,,העברה בנקאית - 30.01.22,FALSE,2022
ביצועים,בית מארס,שרלי - בית מארס,242,41,283,86,2022-01-30T22:00:00.000Z,שרלי - חומרי בנין,100027,5196,"שיק 10384 ע""ס 5,744 חשבוניות 100027, 100028, 100029 תאריך 30.03.22",TRUE,2022
ביצועים,חשמונאים,שרלי - חשמונאים,680,116,796,86,2022-01-30T22:00:00.000Z,שרלי - חומרי בנין,100028,5199,"שיק 10384 ע""ס 5,744 חשבוניות 100027, 100028, 100029 תאריך 30.03.22",TRUE,2022
ביצועים,חשמונאים,שרלי חשמונאים,3987,678,4665,86,2022-01-30T22:00:00.000Z,שרלי - חומרי בנין,100029,5202,"שיק 10384 ע""ס 5,744 חשבוניות 100027, 100028, 100029 תאריך 30.03.22",TRUE,2022
ביצועים,חשמונאים,גמורה - החשמונאים,10000,1700,11700,86,2022-01-30T22:00:00.000Z,גמורה הנדסה,10545,11126,"שיק 10365 ע""ס 45,118 לתאריך 05.02.22 עבור חשבוניות 10545, 10546 לאחר קיזוז 2% ניקוי במקור",TRUE,2022
ביצועים,רמת החייל,"גמורה - רמת החייל כולל 9,350 עבור משתלבות",29350,4990,34340,86,2022-01-30T22:00:00.000Z,גמורה הנדסה,10546,6273,"שיק 10365 ע""ס 45,118 לתאריך 05.02.22 עבור חשבוניות 10545, 10546 לאחר קיזוז 2% ניקוי במקור",TRUE,2022
ביצועים,מחל 40,"גמורה - מחל 40 גמ""ח תוספות וחריגים",40000,6800,46800,86,2022-01-30T22:00:00.000Z,גמורה הנדסה,10547,5243,"שיק 10366 ע""ס 45,864 לתאריך 07.02.22 עבור חשבונית 10547 לאחר קיזוז 2% ניקוי במקור",TRUE,2022
ביצועים,רמת החייל,מרכז הגבס - 22-01,14094,2396,16490,86,2022-01-30T22:00:00.000Z,מרכז הגבס,226000843,5240,"שיק 10382 ע""ס 16,490 עבור חשבוניות 226000843 לתאריך 30.04.22",TRUE,2022
ביצועים,,מעודד - חומרי בניין,133,23,156,86,2022-01-30T22:00:00.000Z,מעודד צבעים,7005436,5237,"אשראי 231 ש""ח תאריך 19.05.22 עבור חשבוניות 5436, 6423",TRUE,2022
יזמות,גדות שעריה,מודד - מדידה נוספת למבאת,1200,204,1404,85,2021-08-14T21:00:00.000Z,עומר מודד,2373,19278,העברה בנקאית - 16.08.21,TRUE,2021
יזמות,מחל 40,ארכה - 21-08,6445,1096,7541,85,2021-08-25T21:00:00.000Z,ארכה,212506558,19281,"העברה 15.12.21 סך 10,712 עבור חודש 08, 09 2021 - חשבוניות 212507595, 212506558",TRUE,2021
ביצועים,צייטלין,הובלות אלישע - מנוף לצייטלין חזר,1000,170,1170,85,2021-08-30T21:00:00.000Z,הובלות אלישע,52432,4615,"שיק 10309 ע""ס 2,457 ש""ח עבור חשבוניות 52432, 52512",TRUE,2021
ביצועים,ביכורים,מעודד - 21-09,380,65,445,85,2021-09-29T21:00:00.000Z,מעודד צבעים,7004247,4620,"אשראי 8 תשלומים ע""ס 13,692 עבור 4004, 4247, 1717",TRUE,2021
ביצועים,ונצואלה,אמבין - טרספה - מ.א.מ.ש מחיצה לשרותים,3610,614,4224,85,2021-11-10T22:00:00.000Z,אמבין,216001081,4623,שיק 10351 לתאריך 15.02.22,TRUE,2021
ביצועים,,קידוחי ניסיון - משה בר,2000,340,2340,85,2021-11-23T22:00:00.000Z,,12966,4626,שיק 10316 לתאריך 29.01.22,TRUE,2021
